timestamp,cpu_utilization,hour,day_of_week,cpu_rolling_mean_5,cpu_rolling_std_5,anomaly_label,anomaly_score,severity
2014-02-14 14:30:00,0.132,14,4,0.1336,0.0008944271909999,1,0.2635917710220085,Normal
2014-02-14 14:35:00,0.134,14,4,0.1336,0.0008944271909999,1,0.2785013839449013,Normal
2014-02-14 14:40:00,0.134,14,4,0.1336,0.0008944271909999,1,0.2785013839449013,Normal
2014-02-14 14:45:00,0.134,14,4,0.1336,0.0008944271909999,1,0.2785013839449013,Normal
2014-02-14 14:50:00,0.134,14,4,0.1336,0.0008944271909999,1,0.2785013839449013,Normal
2014-02-14 14:55:00,0.134,14,4,0.134,0.0,1,0.2653641133277481,Normal
2014-02-14 15:00:00,0.134,15,4,0.134,0.0,1,0.2677488629952112,Normal
2014-02-14 15:05:00,0.134,15,4,0.134,0.0,1,0.2677488629952112,Normal
2014-02-14 15:10:00,0.066,15,4,0.1204,0.0304105244939971,1,0.2649268092465378,Normal
2014-02-14 15:15:00,0.132,15,4,0.12,0.030199337741083,1,0.3305423955319883,Normal
2014-02-14 15:20:00,0.134,15,4,0.12,0.030199337741083,1,0.3392543558659094,Normal
2014-02-14 15:25:00,0.066,15,4,0.1064,0.0368890227574545,1,0.2598895785164426,Normal
2014-02-14 15:30:00,0.132,15,4,0.106,0.0365239647354993,1,0.2765582054400552,Normal
2014-02-14 15:35:00,0.2019999999999999,15,4,0.1331999999999999,0.0480957378569036,1,0.1846392784194447,Normal
2014-02-14 15:40:00,0.068,15,4,0.1203999999999999,0.0563098570411965,1,0.1960060382718286,Normal
2014-02-14 15:45:00,0.134,15,4,0.1203999999999999,0.0563098570411965,1,0.272758449914684,Normal
2014-02-14 15:50:00,0.132,15,4,0.1336,0.0474004219390502,1,0.2611917692510321,Normal
2014-02-14 15:55:00,0.134,15,4,0.1339999999999999,0.0473919824442911,1,0.2694189502355386,Normal
2014-02-14 16:00:00,0.134,16,4,0.1204,0.0293052896249124,1,0.3369496968272967,Normal
2014-02-14 16:05:00,0.136,16,4,0.1339999999999999,0.0014142135623729,1,0.2465704849162706,Normal
2014-02-14 16:10:00,0.132,16,4,0.1336,0.001673320053068,1,0.2578131739079959,Normal
2014-02-14 16:15:00,0.134,16,4,0.1339999999999999,0.0014142135623729,1,0.2704205747511181,Normal
2014-02-14 16:20:00,0.134,16,4,0.134,0.0014142135623729,1,0.2704205747511181,Normal
2014-02-14 16:25:00,0.066,16,4,0.1204,0.0304433900871765,1,0.2645367773467865,Normal
2014-02-14 16:30:00,0.134,16,4,0.12,0.030199337741083,1,0.3369496968272967,Normal
2014-02-14 16:35:00,0.134,16,4,0.1204,0.0304105244939971,1,0.3374845638517429,Normal
2014-02-14 16:40:00,0.066,16,4,0.1068,0.0372451339103513,1,0.2570694798544281,Normal
2014-02-14 16:45:00,0.134,16,4,0.1068,0.0372451339103513,1,0.2820593893709778,Normal
2014-02-14 16:50:00,0.134,16,4,0.1204,0.0304105244939971,1,0.3374845638517429,Normal
2014-02-14 16:55:00,0.134,16,4,0.1204,0.0304105244939971,1,0.3374845638517429,Normal
2014-02-14 17:00:00,0.132,17,4,0.12,0.030199337741083,1,0.3309570916772255,Normal
2014-02-14 17:05:00,0.136,17,4,0.1339999999999999,0.0014142135623729,1,0.2500017893079073,Normal
2014-02-14 17:10:00,0.134,17,4,0.134,0.0014142135623729,1,0.2760668540338891,Normal
2014-02-14 17:15:00,0.134,17,4,0.1339999999999999,0.0014142135623729,1,0.2760668540338891,Normal
2014-02-14 17:20:00,0.132,17,4,0.1336,0.001673320053068,1,0.2625721518105389,Normal
2014-02-14 17:25:00,0.132,17,4,0.1336,0.001673320053068,1,0.2625721518105389,Normal
2014-02-14 17:30:00,0.134,17,4,0.1332,0.0010954451150101,1,0.283030342881983,Normal
2014-02-14 17:35:00,0.134,17,4,0.1331999999999999,0.0010954451150101,1,0.283030342881983,Normal
2014-02-14 17:40:00,0.066,17,4,0.1196,0.0299799933288852,1,0.2615864942180654,Normal
2014-02-14 17:45:00,0.134,17,4,0.12,0.030199337741083,1,0.3412832650661958,Normal
2014-02-14 17:50:00,0.134,17,4,0.1204,0.0304105244939971,1,0.3400880550934522,Normal
2014-02-14 17:55:00,0.2019999999999999,17,4,0.1339999999999999,0.0480832611206851,1,0.1727672918718309,Normal
